Item ID,Description,Product Group,Supplier Name,Location 100 Available,Location 200 Available,Location 300 Available,Total Available
073-01-N-CB-RUC,"F/P MARIPOSA 16"" RADIUSED",22439002,RH Peterson,0,0,0,0
073-01-N-SM-LBC,"F/P MARIPOSA 16"" RADIUSED",22439002,RH Peterson,0,0,0,0
073-01-N-SM-RBC,"F/P MARIPOSA 16"" RADIUSED",22439002,RH Peterson,0,0,0,0
073-02-A-CB-LBC,"F/P MARIPOSA 16""RECTANGLE",22439002,RH Peterson,0,0,0,0
073-02-A-CB-RBC,"F/P MARIPOSA 16""RECTANGLE",22439002,RH Peterson,0,0,0,0
073-02-A-SM-LUC,"F/P MARIPOSA 16""RECTANGLE",22439002,RH Peterson,0,0,0,0
073-02-N-BA-RBC,"F/P MARIPOSA 16""RECTANGLE",22439002,RH Peterson,0,0,0,0
073-02-N-CB-RBC,"F/P MARIPOSA 16""RECTANGLE",22439002,RH Peterson,0,0,0,0
073-02-N-SM-RBC,"F/P MARIPOSA 16""RECTANGLE",22439002,RH Peterson,0,0,0,0
073-03-N-SM-RBC,"F/P MARIPOSA 16""ROUNDOVER",22439002,RH Peterson,0,0,0,0
073-04-N-BA-LBC,"F/P MARIPOSA 4"" ROUNDOVER",22439002,RH Peterson,0,0,0,0
073-04-N-CB-RBC,"F/P MARIPOSA 4"" ROUNDOVER",22439002,RH Peterson,0,0,0,0
073-04-N-SM-RBC,"F/P MARIPOSA 4"" ROUNDOVER",22439002,RH Peterson,0,0,0,0
073-05-A-CB-RBC,"F/P MARIPOSA 113"" EXT CB",22439002,RH Peterson,0,0,0,0
073-05-H-SM-LBC,"F/P MARIPOSA 113"" EXT SM",22439002,RH Peterson,0,0,0,0
073-05-N-CB-LUC,"F/P MARIPOSA 113"" EXT CB",22439002,RH Peterson,0,0,0,0
073-06-N-CB-LBC,"F/P MARIPOSA 137"" EXT CB",22439002,RH Peterson,0,0,0,0
073-08-A-CB-RBC,F/P MARIPOSA CORNER EDGE,22439002,RH Peterson,0,0,0,0
073-08-N-CB-LBC,F/P MARIPOSA CORNER EDGE,22439002,RH Peterson,0,0,0,0
073-08-N-SM-LBC,F/P MARIPOSA CORNER EDGE,22439002,RH Peterson,0,0,0,0
082-BA-N-SM-M3NC,F/P MANHATTAN W/ SS,22439002,RH Peterson,0,0,0,0
082-CB-N-CB-M3NC,F/P MANHATTAN W/ SS,22439002,RH Peterson,0,0,0,0
082-SB-N-CB-M3NC,AFD Linear Manhattan Fireplace NG,22439002,RH Peterson,0,0,0,0
082-SB-N-CB-M3PC,AFD Linear Manhattan Fireplace LP,22439002,RH Peterson,0,0,0,0
082-SB-N-SM-M3NC,F/P MANHATTAN W/ SS,22439002,RH Peterson,0,0,0,0
082-SB-N-SM-M3PC,F/P MANHATTAN W/ SS,22439002,RH Peterson,0,0,0,0
082-SM-N-BA-M3NC,F/P MANHATTAN W/ SS,22439002,RH Peterson,0,0,0,0
09-0999,Wireless wall mounted On/Off remote for,22403001,American Gas Logs,0,0,0,0
09-1000,Hand-held remote On/Off for IPI ignition,22403001,American Gas Logs,0,0,0,0
09-1001,Wall mounted Countdown timer for IPI ign,22403001,American Gas Logs,0,0,0,0
09-1002,Hand-held remote On/Off for PSS 101RR or,22403001,American Gas Logs,0,0,0,0
09-1008,Variable Remote & Receiver,22403001,American Gas Logs,0,0,0,0
1001D,Wireless wall switch,22420009,Golden Blount Inc.,0,0,0,0
1001D-AF1,Wireless wall switch for AF-2000S,22420009,Golden Blount Inc.,0,0,0,0
10097,Real Fyre WS-3 Wiring,22430027,RH Peterson,0,0,0,0
10105063,Amantii Remote Control,22418007,Canned Heat,0,3,0,3
10105064,Amantii Remote Control,22418007,Canned Heat,0,1,0,1
10292,Real Fyre Ignition Cable for 01V,22432001,RH Peterson,6,0,0,6
10294,"8"" WIRING CONNECTING CABLE",22440055,RH Peterson,0,0,0,0
10295,TOGGLE SWITCH FOR G18,22432013,RH Peterson,0,0,0,0
10326,Square Cutout Knob,22430027,RH Peterson,0,0,0,0
10371,Forced Air Unit Heater 24V Thermostat (5,22401001,Enerco Group Inc,0,0,0,0
10392,Forced Air Unit Heater 120V Thermostat (,22401001,Enerco Group Inc,0,0,0,0
10701137C-ZC,2939WG SURROUND FOR ZECL2939BG,22418007,Canned Heat,0,0,0,0
10701166,FRONT CLEAR GLASS VISTA 72,22418007,Canned Heat,0,-1,0,-1
10701205B-WM,5823FLU WHITE GLASS SURROUND,22418007,Canned Heat,0,0,0,0
10701206B,70X23 WHITE GLASS SURROUND,22418007,Canned Heat,0,0,0,0
10701207C,81X23 BLACK GLASS SURROUND,22418007,Canned Heat,0,0,0,0
10702153,TRAY GLASS FOR BI-72-DEEP,22418007,Canned Heat,0,0,0,0
10882,Oven Switch Pin Echelon,22440055,RH Peterson,2,0,0,2
10900S,Pilot Tube for G18 Burners,22432013,RH Peterson,4,0,0,4
10DBK-12,"12"" Single-Wall Black Pipe",22428005,M & G Duravent,0,0,0,0
10DBK-24,"24"" Single-Wall Black Pipe",22428005,M & G Duravent,0,0,0,0
10DBK-ADDB,Double-Skirted Stovetop Adapter,22428005,M & G Duravent,0,0,0,0
10DBK-E45,45° Black Elbow,22428005,M & G Duravent,0,0,0,0
10DBK-E90,90° Black Elbow,22428005,M & G Duravent,0,0,0,0
10DBK-SC,Slip Connector,22428005,M & G Duravent,0,0,0,0
10DBK-T,Tee w/Clean-Out Cap,22428005,M & G Duravent,0,0,0,0
10DBK-TC,Trim Collar,22428005,M & G Duravent,0,0,0,0
10DCA-12,"Duravent 12"" DuraChimney Pipe",22428007,M & G Duravent,0,0,0,0
10DCA-18,"18"" Chimney Pipe",22428007,M & G Duravent,0,0,0,0
10DCA-36,"36"" Chimney Pipe",22428007,M & G Duravent,0,0,0,0
10DCA-48,"Duravent 48"" DuraChimney Pipe",22428007,M & G Duravent,0,0,0,0
10DCA-AP,Anchor Plate,22428007,M & G Duravent,0,0,0,0
10DCA-APD,Anchor Plate w/Damper,22428007,M & G Duravent,0,0,0,0
10DCA-CTC,"Duravent 10"" Chase Top Collar",22428007,M & G Duravent,0,0,0,0
10DCA-CTF,Chase Top Flashing,22428007,M & G Duravent,0,0,0,0
10DCA-E15,15° Elbow,22428007,M & G Duravent,0,0,0,0
10DCA-E30,"Duravent 10"" Durachimney 30° Elbow",22428007,M & G Duravent,1,0,0,1
10DCA-ECB,European Copper Bishop Adapter,22428007,M & G Duravent,0,0,0,0
10DCA-ECK,European Copper King Adapter,22428007,M & G Duravent,0,0,0,0
10DCA-ES,Elbow Strap,22428007,M & G Duravent,0,0,0,0
10DCA-FS,Firestop,22428007,M & G Duravent,0,0,0,0
10DCA-IS,Attic Insulation Shield,22428007,M & G Duravent,0,0,0,0
10DCA-RRS,"Roof Radiation Shield (10""/12"")",22428007,M & G Duravent,0,0,0,0
10DCA-SA,10-12 Spark Arrestor,22428007,M & G Duravent,0,0,0,0
10DCA-SC,"Duravent 10"" Durachimney Storm Collar",22428007,M & G Duravent,1,0,0,1
10DCA-SS,Supplementary Support,22428007,M & G Duravent,0,0,0,0
10DCA-ST,"Duravent 10"" Durachimney Stabilizer",22428007,M & G Duravent,0,0,0,0
10DCA-VC1,"Duravent 10"" Durachimney Chimney Cap",22428007,M & G Duravent,0,0,0,0
10DCA-WS,Wall Strap,22428007,M & G Duravent,0,0,0,0
10DFPRO-XX,10DFPRO Custom Length Per Foot ( Min. 10,22428006,M & G Duravent,0,0,0,0
10DFS-FC,"10"" Diameter  Connector/Adapter",22428006,M & G Duravent,0,0,0,0
10DFS-FP,"10"" DIAMETER  FLEX PULLER",22428006,M & G Duravent,0,0,0,0
10DFS-RCSC,"10"" Dia Rain Cap",22428006,M & G Duravent,0,0,0,0
10DFS-SLV,"10"" Dia Sleeve",22428006,M & G Duravent,0,0,0,0
10DFS-TCV,"10"" Dia Tee Cap",22428006,M & G Duravent,0,0,0,0
10DFS-TLS,"10"" Dia Long Tee Snout",22428006,M & G Duravent,0,0,0,0
10DFS-TP,"10"" Diameter  Top Plate",22428006,M & G Duravent,0,0,0,0
10DFS-TRS,"10"" Dia Tee w/Snout",22428006,M & G Duravent,0,0,0,0
10DT-06,"6"" Chimney Pipe - GA",22428002,M & G Duravent,0,0,0,0
10DT-12,"12"" Chimney Pipe - GA",22428002,M & G Duravent,0,0,0,0
10DT-12SS,"12"" Chimney Pipe - SS",22428002,M & G Duravent,0,0,0,0
10DT-18,"18"" Chimney Pipe - GA",22428002,M & G Duravent,0,0,0,0
10DT-18SS,"18"" Chimney Pipe - SS",22428002,M & G Duravent,0,0,0,0
10DT-24,"Duratech 24"" Chimney Pipe Galvalume",22428002,M & G Duravent,0,0,0,0
10DT-24CF,"Duratech 24"" Chimney Pipe Galvalume CF",22428002,M & G Duravent,0,0,0,0
10DT-24SS,"24"" Chimney Pipe - SS",22428002,M & G Duravent,0,0,0,0
10DT-36,"Duratech 36"" Chimney Pipe Galvalume",22428002,M & G Duravent,0,0,0,0
10DT-36CF,"Duratech 36"" Chimney Pipe Galvalume CF",22428002,M & G Duravent,0,6,0,6
10DT-36SS,"Duratech 36"" Chimney Pipe SS",22428002,M & G Duravent,0,0,0,0
10DT-AP,"Duratech 10"" Anchor Plate",22428002,M & G Duravent,0,0,0,0
10DT-APD,Anchor Plate w/Damper,22428002,M & G Duravent,0,0,0,0
10DT-CTF,Chase Top Flashing,22428002,M & G Duravent,0,0,0,0
10DT-E15,15° Elbow - GA,22428002,M & G Duravent,0,0,0,0
10DT-E15SS,15° Elbow - SS,22428002,M & G Duravent,0,0,0,0
10DT-E30,30° Elbow - GA,22428002,M & G Duravent,0,0,0,0
10DT-E30SS,30° Elbow - SS,22428002,M & G Duravent,0,0,0,0
10DT-ES,"Duratech 10"" Elbow Strap",22428002,M & G Duravent,0,0,0,0
10DT-F6,Adjustable Roof Flashing 0/12 - 6/12,22428002,M & G Duravent,0,1,0,1
10DT-FC,Finishing Collar,22428002,M & G Duravent,0,0,0,0
10DT-FF,Flat Roof Flashing,22428002,M & G Duravent,0,0,0,0
10DT-FRS,Firestop Radiation Shield,22428002,M & G Duravent,0,0,0,0
10DT-IS,Attic Insulation Shield,22428002,M & G Duravent,0,0,0,0
10DT-RCS,"10"" Round Ceiling Support Box",22428002,M & G Duravent,0,0,0,0
10DT-SA14,Spark Arrestor 10-14,22428002,M & G Duravent,0,0,0,0
10DT-SA16,Spark Arrestor 10-16 Economy Cap,22428002,M & G Duravent,0,0,0,0
10DT-SA24,Spark Arrestor 16-24,22428002,M & G Duravent,0,0,0,0
10DT-SC,"Duratech 10"" Storm Collar",22428002,M & G Duravent,0,0,0,0
10DT-T,Tee w/Cap - GA,22428002,M & G Duravent,0,0,0,0
10DT-TCSB,Trim Collar for Round Support Box,22428002,M & G Duravent,0,0,0,0
10DT-TSB,Tee Support Bracket,22428002,M & G Duravent,0,0,0,0
10DT-TSS,Tee w/Cap - SS,22428002,M & G Duravent,0,0,0,0
10DT-VC1,"Duratech 10"" Chimney Cap",22428002,M & G Duravent,0,0,0,0
10DT-VCE,Economy Chimney Cap,22428002,M & G Duravent,0,0,0,0
10DT-WS,"Duratech 10"" Wall Strap",22428002,M & G Duravent,0,1,0,1
10DT-WT,Wall Thimble,22428002,M & G Duravent,0,0,0,0
10DT-XRB,Extended Roof Bracket,22428002,M & G Duravent,0,0,0,0
10FSFLEX-XX,FasNSeal Flex Custom Length,22428001,M & G Duravent,0,0,0,0
10GV12A,"12"" Length Adjustable Pipe",22428001,M & G Duravent,0,0,0,0
10GV18,"18"" Length Round Rigid Pipe",22428001,M & G Duravent,0,0,0,0
10GV18C,"18"" Length Round Rigid Pipe (Canada)*",22428001,M & G Duravent,0,0,0,0
10GV36,"36"" Length Round Rigid Pipe",22428001,M & G Duravent,0,0,0,0
10GV36C,"36"" Length Round Rigid Pipe (Canada)*",22428001,M & G Duravent,0,0,0,0
10GVC,Draft Hood Connector,22428001,M & G Duravent,0,0,0,0
10GVF,Adjustable Roof Flashing,22428001,M & G Duravent,0,4,0,4
10GVFF,Tall Cone Flat Flashing,22428001,M & G Duravent,0,0,0,0
10GVFS,Firestop Spacer,22428001,M & G Duravent,0,0,0,0
10GVL45,45° Adjustable Elbow,22428001,M & G Duravent,0,0,0,0
10GVL90,90° Adjustable Elbow,22428001,M & G Duravent,0,0,0,0
10GVRS,Duravent Square Firestop Support,22428001,M & G Duravent,1,2,0,3
10GVSC,Storm Collar,22428001,M & G Duravent,0,0,0,0
10GVT,Standard Tee,22428001,M & G Duravent,0,0,0,0
10GVTC,Tee Cap,22428001,M & G Duravent,0,0,0,0
10GVVT,High-Wind Cap,22428001,M & G Duravent,0,0,0,0
10GVX12,"10"" Diameter X 12 Increaser",22428001,M & G Duravent,0,0,0,0
11-S1S1N-A,Deluxe Legacy Built-In NG Grill,22440039,RH Peterson,0,0,0,0
11-S1S1P-A,Deluxe Legacy Built-In LP Grill,22440039,RH Peterson,0,0,0,0
11003,"Fire Magic Ignitor Wire 14""",22440055,RH Peterson,1,0,0,1
111KT,Outside Air Kit,22425028,"Wolf Steel USA, LLC",3,0,0,3
112KT,Adaptor Plate for Outside Air Kit,22425028,"Wolf Steel USA, LLC",0,0,0,0
11351,Flash tube for Echelon and Aurora grills,22440055,RH Peterson,0,0,0,0
114KT,Outside Air Kit,22425028,"Wolf Steel USA, LLC",0,0,0,0
11540,Fire Magic Pilot Tube,22440055,RH Peterson,4,0,0,4
11688,High Intensity Overhead Heater 10 PSI Re,22401001,Enerco Group Inc,0,0,0,0
117-01-H-CB-LBC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-BA-LBC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-CB-LBC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-CB-LUC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-CB-RBC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-CB-RUC,AFD Vent Free Phoenix Fireplace,22439003,RH Peterson,0,0,0,0
117-01-N-SM-LBC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-SM-RBC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-01-N-SM-RUC,"F/P,PHOENIX, VF 16"" RAD.",22439003,RH Peterson,0,0,0,0
117-02-N-CB-RUC,"F/P,PHOENIX, VF 16"" REC.",22439003,RH Peterson,0,0,0,0
117-02-N-SM-LBC,"F/P,PHOENIX, VF 16"" REC.",22439003,RH Peterson,0,0,0,0
117-02-N-WA-LBC,"F/P,PHOENIX, VF 16"" REC.",22439003,RH Peterson,0,0,0,0
117-05-N-CB-LBC,"F/P,PHOENIX VF 113"" EXT",22439003,RH Peterson,0,0,0,0
117-05-N-CB-RBC,"F/P,PHOENIX VF 113"" EXT",22439003,RH Peterson,0,0,0,0
11730,"Tube Heater LP to Nat Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11731,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11732,"Tube Heater LP to Nat Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11733,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11734,"Tube Heater LP to Nat Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11735,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11736,"Tube Heater LP to Nat Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11737,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11738,"Tube Heater LP to Nat Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11739,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11740,"Tube Heater LP to Nat Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11741,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11749,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11750,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
11756,"Tube Heater Nat to LP Conversion Kit, ER",22401001,Enerco Group Inc,0,0,0,0
118-05-H-CB-RUC,"F/P,GRAND PHOENIX V/F",22439003,RH Peterson,0,0,0,0
118-05-N-BA-LUC,"F/P,GRAND PHOENIX V/F",22439003,RH Peterson,0,0,0,0
118-05-N-CB-LUC,AFD Vent Free Grand Phoenix Fireplace,22439003,RH Peterson,0,0,0,0
118-05-N-CB-RBC,"F/P,GRAND PHOENIX V/F",22439003,RH Peterson,0,0,0,0
118-05-N-SM-RBC,"F/P,GRAND PHOENIX V/F",22439003,RH Peterson,0,0,0,0
11866,Wire Adapter Molex to 2 Pin Connector,22440055,RH Peterson,0,0,0,0
11901.J,Fire Magic Meat Probe Jack,22440055,RH Peterson,0,0,0,0
12-18-SD,12 X 18 AOG Single Access Door,22435014,RH Peterson,0,0,0,0
12-SC01C-A,"Fire Magic 24""Built-In SS Charcoal Grill",22440042,RH Peterson,0,0,0,0
122-20-N-BA-RBC,"F/P, V/F CORDOVA 16"" RECT",22439003,RH Peterson,0,0,0,0
122-20-N-CB-LBC,"F/P, V/F CORDOVA 16"" RECT",22439003,RH Peterson,0,0,0,0
122-20-N-CB-RBC,AFD Vent Free Cordova Fireplace,22439003,RH Peterson,0,0,0,0
122-20-N-SM-LBC,"F/P, V/F CORDOVA 16"" RECT",22439003,RH Peterson,0,0,0,0
122-20-N-SM-RBC,"F/P, V/F CORDOVA 16"" RECT",22439003,RH Peterson,0,0,0,0
122-35-N-CB-RUC,"F/P,V/F CORDOVA 110"" RECT",22439003,RH Peterson,0,0,0,0
122-37-N-CB-RBC,"F/P, V/F CORDOVA 110""RAD.",22439003,RH Peterson,0,0,0,0
12434,Fire Magic Replacement Cutting Board,22440055,RH Peterson,0,0,0,0
125-01-H-SM-RBC,"F/P, PETT CRDV 16"" RAD",22439003,RH Peterson,0,0,0,0
125-01-N-BA-LBC,"F/P, PETT CRDV 16"" RAD",22439003,RH Peterson,0,0,0,0
125-01-N-CB-RBC,AFD Vent Free Petite Cordova Fireplace,22439003,RH Peterson,0,0,0,0
125-02-N-CB-RBC,"F/P, PETT CRDV 16"" RECT",22439003,RH Peterson,0,0,0,0
125-02-N-CB-RUC,"F/P, PETT CRDV 16"" RECT",22439003,RH Peterson,0,0,0,0
125-02-N-SM-LUC,"F/P, PETT CRDV 16"" RECT",22439003,RH Peterson,0,0,0,0
125-03-N-SM-RBC,"F/P, PETT CRDV 16"" ROUND",22439003,RH Peterson,0,0,0,0
125-05-N-CB-RBC,"F/P, PETT CRDV 113"" RECT",22439003,RH Peterson,0,0,0,0
125-08-N-CB-LBC,"F/P,PETT CRDV SQUARE EDGE",22439003,RH Peterson,0,0,0,0
12812,"Top Hinge Cover, 3593",22440055,RH Peterson,0,0,0,0
